空间评论,空间评分,动力评论,动力评分,操控评论,操控评分,能耗评论,能耗评分,舒适性评论,舒适性评分,外观评论,外观评分,内饰评论,内饰评分,性价比评论,性价比评分
空间很棒 D级车空间不是问题,5,333P实际轮上功率应该衰减了25%以上吧 感觉市区还行，上高速追S65很吃力（130码以上）,4,车身太大 并无太多操控性可言 S级本来也不追求这个 稳稳当当地走 四平八稳地开才是S级的精神吧,4,还行 13L/百公里 能接受,3,悬挂的调教没话说了 S级是舒适方面的教父,5,巴博斯的套件确实给了S级不一样的感觉 运动感更强 又不会像那些拿Amg套件来改装的一样 毕竟心里什么都懂 感觉怪怪的,5,S级没话说 典范,5,相比普通S400尊贵 巴博斯版本贵了近20万 但是给我带来的感觉 物有所值,5
不错的,5,也不是偏向于动力追求，够用吧。,5,档位有挫顿感。,5,城市里开基本保持15左右。,5,坐在后排是一种享受。,5,高端大气上档次，低调奢华有内涵。,5,和奔驰的一样，只是细节微小的变化。,5,总体不错，低调。,5
前后排空间都没的说，够大，跷二郎腿毫无压力，后备箱空间一般,5,动力十分强劲，输出线性，不看码表很容易超速,5,指向准确，指哪儿打哪儿，底盘是奔驰一贯的作风，很稳,5,耗电量比较高，纯电比宣传的续航里程要少一些,4,舒适性没的说，底盘很整，座椅柔软宽大,5,外观跟普通S级还是有点区别的，一般人很难分辨出来，依旧很商务的感觉,5,内饰高端大气，浅色内饰很显干净，用料考究，值得称赞,5,性价比一般，这个价格可以买迈巴赫S级或者S500了,3
5.46的车长，坐在后座绝对的头等舱享受，腿部空间不是几拳的问题了，坐后座伸直腿你绝对够不到前座,5,动力杠杠滴，随叫随有334马力的V6发动机，只要你肯给油，绝对不偷懒,5,操控是鸡肋，当然这车操控也不是卖点，如果用一句话来形容的话：开船的赶脚。,4,油耗有惊喜，综合油耗不到11，而且不挑食，93的油就行,5,绝对的乘坐者之车，舒适度秒杀同级别奔驰S宝马7,5,外观中庸大气，没亮点也没缺点，立标很唬人，曾有人问过我：这是劳斯莱斯不？,5,看得见的地方几乎都是真皮包裹的，豪华感十足,5,对比同级别的BBA，配置绝对没的说，人家没有的这车都有，品牌认知度太低了，低到它只是一辆现代车。。。,5
乘坐空间不输BBA，后备箱空间令人咋舌，手套箱放了CD机依然很大，扶手箱略浅，唯一缺少放手机的地方。,5,只能说勉强够用，市里抢灯就不要想了，不论怎样深踩油门，加速始终非常线性，这种调教方式，可能更多的考虑后排BOSS的感受吧，毕竟坐车的不会想要什么推背感。,3,这个级别的车操控肯定不可能算得上一流，但是方向盘指向、底盘和空气弹簧都很不错，行驶和转弯中也不会感觉车长笨拙，驾控起来得心应手。,5,本人给油习惯不好，经常大脚油门，纯市区超过18个，综合现在15.8，还算满意，希望别再涨了。,4,空气悬架功不可没，市区我喜欢把悬架调到最低和最舒适，忽忽悠悠像坐游艇一样非常舒服，高速就得调的稍微运动一点，过个沟沟坎坎跟切菜一样，减速带什么的更不在话下，不用减速直接过去，车子只是轻微一震，优越感十足。隔音方面，除了发动机在2000转以上声音略大以外，其他都还好。,5,稳重大气，日行灯造型我比较喜欢，简约不简单，有种不怒自威的感觉。,5,号称全手工打造，虽然设计有点过时，但胜在做工精良、用料考究，如果不是非常追求前卫是可以接受的。,5,还算不错，降幅很大，但是考虑N年没换代了，所以也没觉得多么便宜。,5
空间足够强大，乘坐五人跟玩似的。储物空间：后备箱无压力，用朋友话来说装下俩人都可以，可惜中控区域储物空间相当于没有，扶手箱可以满足,5,车毕竟是重，虽说是3.6的但是想在等灯时起步窜出去太难了，感觉还不如小夏利一档起步呢……跑高速超车一般没什么压力动力够用！,4,辉腾的操控没得说，中规中矩。底盘升降那么一丢丢有点郁闷。,5,一公里一块钱吧，在市区堵堵还要高一些。高速上油耗可以接受。,3,舒适性不错。,5,大号帕萨特,5,做工精细用料给力！仪表中控：大众的仪表盘都差不多，但是完全能满足平常使用。唯一想不通的是中国是辉腾销售最多的仪表盘上居然不给配中文！,5,预算可以接受,4
近5米2的车身长度，1米9多的车身宽度，超过3米的轴距。超大的后排空间，你想干啥都行^_^（你们都懂得噢），空间那是足足的，车内宽的你坐在驾驶位置去拉副驾驶乘坐人的手都很难勾到，真是很宽。对于C级车空间，你有什么可质疑的？,5,我这台车是V型6缸3.6L排量自然吸气发动机（NA），3400转输出366扭矩，带动2238GK重的车身，0-100公里加速8.9秒，说实话我的感受不是太满意，常规3.6的车子起码都是百公里加速6.5秒之内的。除了百公里加速问题之外，后半程会给你带来惊喜，你想急加速的话，还是建议挂在S档吧，毕竟辉腾定位商务做的就不是以加速度为主。S档挂入，几乎保持在2500转速往上，稍微一踩油门就突破4500转，3.6升的发动机持续力加速很棒，几乎到了140以后才会稍显衰弱，虽然这台3.6发动机没有宝马和奥迪3.0T涡轮增压发动机动力来的那么迅速，但是加速全程都会给你后劲十足的感觉，感觉像是一个低吼的狮子准备爆发一样。,4,空气悬挂，运动到舒适可调，悬挂的高低可以调节。当你进入激情驾驶时候，选择悬挂运动模式，明显感觉悬挂支撑力变得硬朗，高速跑到160时速，做过一次S弯的超车，感觉很自信，真的会给你带来一种快感叫做“好车终究是好车！”。德系车，尤其是德国进口车，德国人的严谨程度将他们的产品做到了极致。辉腾油门响应非常及时，配合空气悬挂，即使是一台商务大型车，一样可以自由穿梭在市区中！,4,综合路况百公里耗费16.5升95号汽油。全市区行驶时，经常会到19.5升的油耗显示，若高速125公里时速巡航，会降到11升油耗，通常大家都讲究综合路况油耗嘛，基本我就是70%市区，30%郊区，综合计算可以定格在16.5升的油耗。,3,宽大的空间，C级行政商务车，调校完美的空气悬挂，进口大众的顶级车型！真心不知道怎么表达舒适性，舒适度真的很棒！如果非要举例，路面如果不是有很大的坑，空气悬挂都可以完美的将其颠簸感削弱。真的很棒！,5,低调！低调！低调！重要的事情必须说三遍！在加油站，至今还会问你加93？97？不过现在懂车的越来越多了，看到小腾腾标志又圆润的屁股，路过的人都会指着它惊呼：这就是辉腾！太低调！,4,内饰最棒的设计就是空调出风口，在打开空调的时候，前排出风口会自动打开，关闭空调时会自动合上，很有意思的一个设计。总体内饰和途锐一样，传承大众经典，没有太多新意。,5,在同等级别里，辉腾的让利还是比较高的，性价比没的说,5
长和宽的尺寸够大够宽敞，高度稍显不足,5,3.0的动力，驱动2.3的重量，有点吃力，事实上，还是够用的,4,挺好，四驱，那个稳字了得,5,在市区12，在高速10，最少9,3,一流的舒适性，有空气悬架，刚刚的,5,大气稳重，豪华高档,5,用料高级，做工精细,5,高，真是高，就是价格不稳定，又降价很多，郁闷,5
D级车根本不用担心空间问题,5,说实话，相对于这个价位，这个排量的车，加速性能不怎么样。但动力完全够用。,4,开起来很稳，但指向有些模糊，它毕竟不是性能车。,3,这个级别，可以接受。,4,舒适性不多说，就两个字:“享受”。谁坐谁知道。,5,低调且大气，气场无与伦比。,5,用料很厚道，纯手工可不是吹的。中控造型略显老气,4,总体性价比高，个人感觉强于ABB ，选择它绝对不后悔。,5
空间还用说吗？很宽敞的，但是储物的偏少，没有放烟和火机的地方，手机也不好放。,5,动力就不好多讲了，也够用了。响应不是很快，车也重。,2,车身长了，操控还灵活，比较满意。,5,高速上的表现太好了，定速巡航跑的油耗9-10个。后来自己开油耗8.7，我都不敢相信了。,3,我是开车的，据坐车的孩子反应太爽了，宽敞舒适。,5,低调到闷骚的程度。其实懂车的人老远一看就知道是辉腾了，大小摆在哪呢，别说看后部了logo了。,5,人家德国人做工精细，一丝不苟，我喜欢德国人的工作态度，其实外国人对工作的态度远远超过我们，有一比利时做表的工匠，别人问他：天天做表你不烦吗？他说：我在做表时上帝看着我，我会好好工作。中国人现在没有什么敬畏的，什么都敢干，人必须有信仰！德国人的工序必须按部就班一项一项完成，假如想减少一道工序很繁琐的逐级上报审批，还不一定通过，所以人家工序不会减少的。这才造就了德国质量！,5,性价比高啊，现在人民币毛啊，比十年前毛了三倍得有吧，十年前我花20多万买的途安，现在也就相当于我花同样的钱买的是原装进口的辉腾，大家说合适吗？,5
确实大，要享受确实要高档轿车，坐后面都可以翘二郎腿,5,加速也还可以，毕竟6缸的车3.0马力会小？在市区提速慢，不如奔驰宝马，高速提速非常口以,4,转弯速度过快会有点飘,4,油耗，百公里也要15-18个油,3,隔音效果一级棒，丹拿音响也是效果拔群,5,非常大气，尤其PP坚挺圆润,5,百分之90以上纯手工打造,5,性价比极高，毕竟价格便宜（我指的是我这款）,5
还好吧四座感觉有点鸡肋,5,前中尾段加速都比较平滑 堵车的时候跟车很容易被夹塞哈哈哈,4,转向平稳 就是小了那么一些,4,车子沉油耗还是在可以接受的范围内,5,后排绝对享受型哈哈哈老妈老婆坐后面 我司机！,5,大帕不解释??,4,完全可以,5,总之购买这辆车车 怎么说呢 第一考虑的应该都是商务性 和比较低调 没有A8的张扬和7系的土豪感哈哈 但是安全性真的很值得表扬 就是小毛病有时候会有。还是五星好评哈哈 附上我的爱杆。,5
空间确实很大很大，二郎腿可以随便翘起来,5,起步没爆发力，中后期很快,4,很好开，不过这车司机开得多,5,油耗还不错比预想的低,5,还算不错，中规中矩,5,要的就是低调，不过应该改一下日行灯了，目前的不够炫,5,内饰也是中规中矩,4,完爆ABB，对于懂车的，辉腾比A8还受热议，不过大众还是大众被不少人问我这老款帕萨特开了好多年还挺新，只能回答呵呵了，希望新款增加点配置日行灯，一键启动，现在连紧凑车都成标配的配置难道豪华车就不能有了吗？还有就是机器上的钢印好难找,5
